Category,Sub-Category,Sales,Quantity,Discount,Profit
Office Supplies,Art,10.72,2,0.2,1.7419999999999987
Office Supplies,Art,41.86,7,0.0,10.465
Furniture,Furnishings,63.2,5,0.0,23.384
Technology,Accessories,113.97,3,0.0,27.3528
Office Supplies,Storage,123.55199999999999,3,0.2,-29.343599999999995
Office Supplies,Appliances,490.32,9,0.0,137.28960000000004
Office Supplies,Paper,70.08,5,0.2,24.527999999999995
Office Supplies,Binders,1.2719999999999998,2,0.8,-2.162400000000001
Furniture,Tables,557.585,5,0.3,0.0
Office Supplies,Binders,9.024000000000001,6,0.2,3.1583999999999985
Office Supplies,Binders,69.456,2,0.2,22.573199999999996
Office Supplies,Paper,10.86,2,0.0,5.3214
Office Supplies,Appliances,79.47,3,0.0,22.251600000000003
Office Supplies,Art,10.08,6,0.0,5.04
Furniture,Bookcases,1552.831,7,0.15,200.95460000000008
Office Supplies,Binders,137.24,5,0.2,46.3185
Technology,Accessories,36.51,1,0.0,15.699300000000001
Technology,Machines,239.976,3,0.2,80.99189999999999
Furniture,Tables,1579.746,7,0.4,-447.5946999999999
Furniture,Tables,1071.576,4,0.4,-553.6476
Furniture,Tables,613.908,3,0.4,-122.78160000000003
Office Supplies,Paper,34.86,7,0.0,16.3842
Office Supplies,Paper,155.04,4,0.0,75.9696
Office Supplies,Binders,13.710000000000003,5,0.7,-10.053999999999998
Furniture,Furnishings,127.88,2,0.0,40.9216
Office Supplies,Appliances,160.32,2,0.0,44.8896
Office Supplies,Binders,46.0,4,0.0,20.7
Furniture,Chairs,120.71199999999999,1,0.2,-18.106799999999993
Office Supplies,Paper,23.12,4,0.0,11.328800000000001
Furniture,Furnishings,532.7040000000001,6,0.2,-26.635200000000026
Office Supplies,Art,4.912,2,0.2,0.30700000000000016
Technology,Accessories,252.0,4,0.0,93.24000000000001
Furniture,Furnishings,60.288000000000004,8,0.6,-27.129599999999996
Office Supplies,Fasteners,2.632,1,0.2,0.8224999999999999
Office Supplies,Paper,23.688000000000002,9,0.2,7.698599999999999
Furniture,Chairs,253.37199999999996,2,0.3,-14.478399999999993
Office Supplies,Fasteners,5.67,3,0.0,0.11340000000000017
Office Supplies,Binders,76.77600000000001,4,0.7,-58.86159999999998
Office Supplies,Supplies,9.184000000000001,2,0.2,1.1479999999999988
Office Supplies,Paper,32.75,5,0.0,15.065
Office Supplies,Fasteners,7.216,2,0.2,1.7138000000000002
Office Supplies,Paper,49.568000000000005,2,0.2,15.489999999999997
Furniture,Furnishings,54.711999999999996,7,0.2,11.626299999999999
Office Supplies,Appliances,176.04,4,0.0,45.770399999999995
Office Supplies,Art,16.02,9,0.0,4.4856
Office Supplies,Binders,185.92000000000002,4,0.2,62.74799999999999
Technology,Phones,211.168,4,0.2,15.837600000000009
Technology,Copiers,479.98400000000004,2,0.2,59.99799999999996
Office Supplies,Fasteners,7.86,2,0.0,3.6155999999999997
Office Supplies,Binders,24.448,2,0.2,8.8624
Office Supplies,Paper,6.48,1,0.0,3.1104000000000003
Office Supplies,Paper,41.86,7,0.0,20.511400000000002
Technology,Accessories,1619.91,9,0.0,97.19459999999992
Furniture,Furnishings,113.92,4,0.0,42.150400000000005
Office Supplies,Art,39.68,2,0.0,10.3168
Technology,Accessories,37.6,2,0.0,2.2560000000000002
Technology,Accessories,59.9,2,0.0,23.96
Office Supplies,Paper,37.0,5,0.0,16.65
Office Supplies,Labels,5.76,2,0.0,2.8224
Office Supplies,Art,16.68,6,0.0,4.336799999999999
Office Supplies,Storage,628.81,7,0.0,12.576199999999986
Office Supplies,Storage,56.449999999999996,5,0.0,14.676999999999998
Office Supplies,Storage,94.19999999999999,6,0.0,23.550000000000004
Office Supplies,Envelopes,28.4,5,0.0,13.347999999999997
Furniture,Bookcases,956.6647999999999,7,0.32,-225.09759999999991
Technology,Accessories,1115.9099999999999,9,0.0,200.8637999999999
Technology,Phones,128.744,7,0.2,-28.96739999999999
Technology,Phones,79.92000000000002,10,0.2,26.972999999999992
Office Supplies,Art,24.2,5,0.0,7.986
Technology,Phones,359.97600000000006,3,0.2,130.49130000000002
Furniture,Furnishings,211.84,8,0.0,76.26239999999999
Office Supplies,Fasteners,5.68,2,0.2,1.9169999999999998
Office Supplies,Binders,7.52,5,0.2,2.6319999999999997
Office Supplies,Paper,11.96,2,0.0,5.8604
Furniture,Tables,629.0640000000001,3,0.2,31.453199999999953
Furniture,Chairs,754.4499999999999,5,0.0,60.35600000000002
Furniture,Bookcases,301.96,2,0.0,60.391999999999996
Technology,Accessories,595.0,5,0.0,95.20000000000003
Office Supplies,Binders,79.87200000000001,3,0.2,29.951999999999998
Technology,Machines,2396.4,10,0.2,179.73000000000013
Office Supplies,Storage,63.56,2,0.0,3.1779999999999973
Technology,Accessories,99.99,1,0.0,43.9956
Office Supplies,Storage,230.376,3,0.2,-48.9549
Office Supplies,Paper,9.664000000000001,2,0.2,3.2615999999999996
Technology,Accessories,158.928,7,0.2,41.718599999999995
Office Supplies,Binders,13.023000000000001,1,0.7,-10.418399999999998
Furniture,Tables,273.06,2,0.4,-104.67300000000006
Office Supplies,Fasteners,39.312,13,0.2,12.776399999999999
Office Supplies,Binders,1.3439999999999996,4,0.8,-2.1504000000000008
Office Supplies,Binders,8.271999999999998,4,0.8,-13.648800000000001
Furniture,Furnishings,12.544000000000002,7,0.6,-9.094400000000004
Office Supplies,Labels,58.48,8,0.0,27.485599999999998
Furniture,Furnishings,7.4,2,0.0,3.0340000000000007
Furniture,Chairs,366.786,7,0.1,65.2064
Technology,Phones,54.367999999999995,4,0.2,4.077599999999997
Office Supplies,Envelopes,33.96,2,0.0,16.98
Office Supplies,Appliances,826.11,3,0.0,322.1829
Furniture,Furnishings,545.85,9,0.0,114.6285
Furniture,Tables,145.98,2,0.5,-99.26639999999998
Office Supplies,Paper,35.808,4,0.2,12.5328
Furniture,Furnishings,7.904000000000001,2,0.2,2.1736000000000004
Technology,Phones,345.0,5,0.0,86.25
Furniture,Tables,174.28599999999997,2,0.3,-19.91839999999999
Office Supplies,Appliances,662.84,4,0.0,172.33840000000004
Technology,Accessories,95.1,5,0.0,30.431999999999995
Office Supplies,Envelopes,26.880000000000003,6,0.0,12.902400000000002
Technology,Phones,257.98,2,0.0,74.8142
Office Supplies,Envelopes,17.48,2,0.0,8.2156
Furniture,Chairs,492.835,5,0.3,-14.080999999999989
Office Supplies,Storage,269.49,3,0.0,5.389799999999994
Office Supplies,Binders,29.120000000000005,5,0.2,9.827999999999996
Office Supplies,Labels,18.75,5,0.0,9.0
Technology,Phones,119.69999999999999,6,0.0,31.121999999999996
Office Supplies,Binders,9.144,3,0.2,3.0860999999999996
Technology,Accessories,57.06,3,0.0,18.2592
Technology,Accessories,71.6,8,0.0,13.603999999999992
Office Supplies,Storage,107.44,8,0.0,27.934399999999997
Office Supplies,Labels,7.31,1,0.0,3.4356999999999998
Office Supplies,Art,59.099999999999994,6,0.0,22.458000000000002
Office Supplies,Storage,46.53,3,0.0,12.097800000000001
Office Supplies,Appliances,97.84,2,0.0,25.4384
Office Supplies,Paper,29.97,3,0.0,13.4865
Office Supplies,Binders,98.352,3,0.2,34.42319999999999
Office Supplies,Binders,83.92000000000002,5,0.2,29.371999999999993
Office Supplies,Binders,14.624000000000002,2,0.2,5.118399999999999
Technology,Phones,136.99,1,0.0,36.987300000000005
Office Supplies,Labels,3.15,1,0.0,1.512
Office Supplies,Paper,9.11,1,0.0,4.099499999999999
Office Supplies,Storage,571.44,4,0.0,165.71759999999995
Office Supplies,Paper,32.400000000000006,5,0.0,15.552000000000001
Office Supplies,Storage,16.91,1,0.0,4.5657
Furniture,Furnishings,14.272,8,0.2,4.281600000000001
Furniture,Bookcases,451.13599999999997,4,0.2,-67.67039999999997
Office Supplies,Appliances,64.864,4,0.2,6.486400000000003
Furniture,Chairs,217.58400000000003,2,0.2,-29.91780000000002
Technology,Accessories,82.95,5,0.0,29.0325
Office Supplies,Labels,87.71,7,0.0,41.223699999999994
Office Supplies,Appliances,1101.48,4,0.0,429.57720000000006
Furniture,Tables,1322.352,3,0.2,-99.1764
Office Supplies,Art,5.46,3,0.0,1.4742000000000002
Office Supplies,Supplies,11.184000000000001,1,0.2,0.8388
Office Supplies,Storage,153.584,2,0.2,-32.6366
Office Supplies,Storage,1003.6200000000001,6,0.0,0.0
Technology,Phones,35.168,4,0.2,11.429599999999999
Furniture,Tables,1137.75,5,0.0,250.30500000000004
Office Supplies,Binders,99.68000000000002,5,0.2,32.396
Office Supplies,Art,5.56,2,0.0,1.4455999999999998
Office Supplies,Storage,85.52,2,0.0,22.2352
Office Supplies,Art,9.84,3,0.0,2.6568000000000005
Office Supplies,Paper,20.04,3,0.0,9.6192
Technology,Phones,631.96,4,0.0,303.3408
Office Supplies,Paper,23.92,4,0.0,10.764
Office Supplies,Paper,90.24,6,0.0,41.51039999999999
Technology,Phones,4548.81,7,0.0,1228.1787000000004
Furniture,Tables,300.93,5,0.3,-34.39200000000001
Technology,Phones,719.96,5,0.2,53.99700000000004
Furniture,Chairs,647.84,8,0.0,32.39199999999994
Office Supplies,Storage,64.17,3,0.0,18.609299999999998
Office Supplies,Envelopes,124.46,2,0.0,58.49619999999999
Office Supplies,Binders,9.584000000000001,1,0.2,3.3543999999999996
Office Supplies,Envelopes,37.608000000000004,3,0.2,12.692699999999995
Office Supplies,Paper,12.224,2,0.2,4.4312
Office Supplies,Binders,2.3039999999999994,4,0.8,-3.5711999999999993
Office Supplies,Binders,9.359999999999998,4,0.8,-16.380000000000003
Office Supplies,Labels,7.38,2,0.0,3.4686
Office Supplies,Storage,53.72,4,0.0,15.041600000000003
Office Supplies,Supplies,8187.65,5,0.0,327.50599999999963
Furniture,Furnishings,77.92,8,0.0,34.284800000000004
Office Supplies,Appliances,32.78399999999999,4,0.8,-85.2384
Technology,Phones,196.776,3,0.2,14.758199999999995
Technology,Accessories,479.93999999999994,6,0.0,52.79340000000002
Office Supplies,Storage,1117.92,4,0.0,55.89599999999996
Technology,Accessories,106.5,6,0.0,41.535
Office Supplies,Binders,45.66000000000001,5,0.7,-33.483999999999995
Technology,Accessories,95.968,4,0.2,1.1995999999999931
Furniture,Chairs,47.992,2,0.3,-2.056799999999999
Office Supplies,Storage,264.32,2,0.2,19.823999999999998
Office Supplies,Envelopes,604.6560000000001,9,0.2,204.07139999999995
Furniture,Furnishings,129.93,3,0.0,12.992999999999988
Office Supplies,Labels,20.16,7,0.0,9.8784
Office Supplies,Labels,29.46,6,0.0,14.4354
Office Supplies,Appliances,868.5899999999999,3,0.0,251.89109999999988
Office Supplies,Paper,12.96,2,0.0,6.2208000000000006
Technology,Phones,5.5,1,0.0,1.375
Office Supplies,Binders,121.6,4,0.0,55.93599999999999
Office Supplies,Art,42.047999999999995,9,0.2,5.2559999999999985
Technology,Accessories,25.488,2,0.2,4.4604
Office Supplies,Binders,6.899999999999999,3,0.8,-12.075000000000003
Office Supplies,Binders,9.647999999999996,6,0.8,-16.884
Office Supplies,Paper,7.968000000000001,2,0.2,2.8884000000000007
Office Supplies,Paper,10.368000000000002,2,0.2,3.6288
Office Supplies,Paper,114.2,5,0.0,52.532
Office Supplies,Binders,17.96,4,0.0,8.2616
Office Supplies,Fasteners,12.67,7,0.0,4.5611999999999995
Technology,Accessories,339.96,4,0.0,122.38559999999998
Office Supplies,Storage,1801.632,6,0.2,-337.80600000000004
Technology,Accessories,46.32,4,0.0,18.0648
Furniture,Chairs,181.986,2,0.3,-54.5958
Technology,Phones,431.976,4,0.4,-100.7944
Technology,Phones,155.36999999999998,1,0.4,-36.253
Furniture,Chairs,1348.7040000000002,6,0.2,-219.16440000000023
Furniture,Chairs,700.152,3,0.2,78.76709999999997
Furniture,Furnishings,111.888,7,0.2,22.3776
Office Supplies,Appliances,143.952,3,0.2,14.39520000000001
Furniture,Bookcases,173.94,3,0.0,13.915199999999992
Office Supplies,Labels,14.76,4,0.0,6.9372
Office Supplies,Storage,205.92,4,0.0,2.059200000000004
Furniture,Bookcases,102.833,1,0.15,-6.0489999999999995
Office Supplies,Art,2.304,1,0.2,0.2592
Technology,Phones,1879.96,5,0.2,211.49549999999977
Office Supplies,Paper,313.024,8,0.2,105.64559999999997
Office Supplies,Labels,5.04,2,0.2,1.764
Furniture,Furnishings,821.8799999999999,6,0.0,213.68880000000001
Office Supplies,Binders,21.96,2,0.0,10.7604
Office Supplies,Paper,25.92,4,0.0,12.441600000000001
Technology,Phones,705.544,7,0.2,70.55440000000007
Technology,Accessories,50.0,2,0.0,12.0
Furniture,Furnishings,51.712,8,0.6,-32.32000000000001
Office Supplies,Appliances,6.992000000000001,2,0.2,0.5244
Furniture,Bookcases,1406.86,7,0.0,140.6859999999999
Office Supplies,Labels,15.75,5,0.0,7.5600000000000005
Office Supplies,Storage,323.1,2,0.0,61.38900000000001
Office Supplies,Labels,9.216,4,0.2,3.3408
Office Supplies,Paper,10.368000000000002,2,0.2,3.6288
Technology,Accessories,15.02,1,0.0,2.7036
Office Supplies,Storage,33.82,2,0.0,9.1314
Technology,Accessories,71.0,4,0.0,27.689999999999998
Office Supplies,Binders,25.120000000000005,5,0.2,7.849999999999998
Furniture,Tables,2665.62,9,0.0,239.9058000000001
Office Supplies,Storage,478.08,8,0.0,133.86240000000004
Technology,Phones,164.388,2,0.4,-35.6174
Office Supplies,Art,13.248,4,0.2,3.6431999999999998
Office Supplies,Art,2.9120000000000004,2,0.2,0.9099999999999998
Technology,Accessories,1399.9440000000002,7,0.2,52.497900000000016
Furniture,Furnishings,526.45,5,0.0,31.58699999999996
Office Supplies,Envelopes,16.23,3,0.0,7.9527
Office Supplies,Binders,319.9,5,0.0,156.751
Office Supplies,Envelopes,11.36,2,0.0,5.339199999999999
Office Supplies,Appliances,675.12,3,0.0,290.3016
Furniture,Furnishings,62.82000000000001,3,0.0,30.7818
Office Supplies,Storage,489.92,8,0.0,0.0
Office Supplies,Paper,19.44,3,0.0,9.3312
Office Supplies,Paper,16.68,2,0.0,8.34
Technology,Phones,155.35,13,0.0,0.0
Furniture,Furnishings,12.419999999999998,3,0.0,4.4712
Technology,Phones,187.98,2,0.0,52.6344
Office Supplies,Envelopes,6.6080000000000005,2,0.2,2.1475999999999997
Office Supplies,Storage,248.57,7,0.0,67.11390000000002
Furniture,Furnishings,22.23,1,0.0,9.781200000000002
Office Supplies,Storage,5.98,1,0.0,1.0165999999999995
Technology,Phones,246.168,3,0.2,21.539699999999996
Furniture,Furnishings,14.136000000000003,2,0.6,-7.774799999999999
Furniture,Tables,601.47,3,0.5,-300.735
Technology,Phones,79.1,2,0.0,39.55
Office Supplies,Binders,327.84,8,0.0,157.36319999999998
Office Supplies,Envelopes,180.96,2,0.0,81.432
Office Supplies,Binders,914.97,3,0.0,411.7365
Technology,Phones,587.97,3,0.0,158.75190000000003
Office Supplies,Storage,530.34,2,0.0,95.46119999999996
Office Supplies,Paper,14.940000000000001,3,0.0,7.320600000000001
Office Supplies,Appliances,121.94,2,0.0,35.362599999999986
Office Supplies,Supplies,122.71000000000001,7,0.0,36.81299999999999
Office Supplies,Paper,14.940000000000001,3,0.0,7.021800000000001
Technology,Machines,1349.85,3,0.0,364.45949999999993
Furniture,Bookcases,136.784,1,0.2,5.129400000000004
Furniture,Furnishings,61.12,4,0.0,20.7808
Office Supplies,Binders,1.1670000000000003,1,0.7,-0.8557999999999999
Office Supplies,Art,16.99,1,0.0,4.927099999999998
Technology,Accessories,24.672,3,0.2,0.0
Office Supplies,Labels,2.52,1,0.2,0.882
Furniture,Tables,1218.7349999999997,5,0.3,-121.87349999999992
Office Supplies,Labels,5.904,2,0.2,1.9926
Office Supplies,Paper,15.696000000000002,3,0.2,5.1011999999999995
Furniture,Furnishings,6.096,3,0.6,-3.9624000000000006
Furniture,Chairs,41.568000000000005,2,0.2,2.5980000000000008
Furniture,Chairs,230.28000000000003,3,0.2,23.02799999999999
Office Supplies,Binders,18.288,6,0.2,5.714999999999999
Office Supplies,Labels,5.78,2,0.0,2.7166
Office Supplies,Binders,121.67999999999999,13,0.2,38.02499999999998
Office Supplies,Art,4.17,3,0.0,1.0841999999999998
Technology,Phones,67.04,4,0.2,6.703999999999997
Office Supplies,Storage,37.32,3,0.0,10.4496
Office Supplies,Labels,18.45,5,0.0,8.6715
Office Supplies,Paper,25.92,4,0.0,12.441600000000001
Technology,Copiers,11199.968,4,0.2,3919.988799999999
Technology,Phones,2399.6,8,0.0,647.892
Office Supplies,Envelopes,63.9,5,0.0,28.754999999999995
Technology,Phones,52.99,1,0.0,0.5298999999999978
Technology,Accessories,60.864000000000004,4,0.2,9.129599999999996
Technology,Machines,652.9950000000001,7,0.7,-935.9594999999999
Office Supplies,Binders,11.220000000000002,10,0.7,-7.479999999999997
Office Supplies,Paper,14.940000000000001,3,0.0,7.021800000000001
Furniture,Furnishings,39.96,2,0.0,17.182800000000004
Furniture,Chairs,42.624,2,0.2,4.262399999999998
Furniture,Chairs,220.96,1,0.2,24.857999999999983
Furniture,Furnishings,4.928000000000001,2,0.2,0.7391999999999994
Office Supplies,Binders,7.230000000000002,5,0.7,-5.784000000000001
Office Supplies,Storage,323.1,2,0.0,61.38900000000001
Office Supplies,Paper,19.04,4,0.0,9.3296
Office Supplies,Binders,13.128,3,0.2,4.266599999999999
Office Supplies,Art,64.14,3,0.0,16.6764
Furniture,Chairs,858.24,4,0.1,143.03999999999996
Technology,Accessories,29.99,1,0.0,2.9989999999999988
Office Supplies,Paper,186.048,6,0.2,67.44239999999999
Technology,Phones,36.792,1,0.2,4.139099999999999
Furniture,Furnishings,18.624000000000002,8,0.2,6.285599999999999
Furniture,Furnishings,57.69,3,0.0,23.652900000000002
Office Supplies,Binders,42.81,3,0.0,20.1207
Office Supplies,Paper,12.96,2,0.0,6.2208000000000006
Furniture,Furnishings,821.8799999999999,6,0.0,213.68880000000001
Technology,Phones,104.85000000000001,3,0.0,28.309500000000007
Furniture,Bookcases,424.9574999999999,5,0.15,19.997999999999976
Office Supplies,Binders,10.776000000000002,3,0.2,3.502199999999999
Office Supplies,Binders,11.784,3,0.2,4.271699999999999
Office Supplies,Paper,164.88,3,0.0,80.7912
Furniture,Bookcases,1292.94,3,0.0,77.57639999999992
Office Supplies,Binders,25.584000000000003,2,0.2,8.9544
Office Supplies,Storage,261.74,2,0.0,65.435
Office Supplies,Labels,14.399999999999999,5,0.0,7.056
Office Supplies,Envelopes,10.86,3,0.0,5.1042000000000005
Furniture,Chairs,883.84,4,0.2,99.43199999999993
Technology,Phones,1979.89,11,0.0,494.9725
Office Supplies,Envelopes,79.96,2,0.0,35.98199999999999
Office Supplies,Binders,8.76,2,0.0,4.2048
Office Supplies,Labels,3.9840000000000004,1,0.2,1.2948
Furniture,Tables,370.62,3,0.4,-142.07100000000008
Office Supplies,Binders,2.7420000000000004,2,0.7,-2.0107999999999997
Technology,Accessories,79.51200000000001,3,0.2,20.8719
Office Supplies,Paper,28.352,1,0.2,9.568799999999996
Furniture,Chairs,40.784,1,0.2,4.588199999999999
Office Supplies,Appliances,105.96,4,0.0,29.668800000000005
Office Supplies,Paper,166.44,3,0.0,79.8912
Furniture,Chairs,785.8799999999999,6,0.0,212.18759999999997
Office Supplies,Paper,26.2,2,0.0,12.838
Office Supplies,Storage,1325.8500000000001,5,0.0,238.6529999999999
Office Supplies,Paper,166.44,3,0.0,79.8912
Office Supplies,Art,8.76,5,0.2,0.7664999999999997
Office Supplies,Appliances,43.584,1,0.2,4.358400000000003
Office Supplies,Binders,11.088000000000003,7,0.7,-8.1312
Office Supplies,Binders,25.164,2,0.7,-16.775999999999996
Office Supplies,Binders,14.399999999999999,5,0.0,7.056
Technology,Accessories,619.9499999999999,5,0.0,111.59099999999995
Office Supplies,Binders,89.52,4,0.0,42.0744
Technology,Machines,350.97300000000007,3,0.1,152.08829999999998
Technology,Phones,164.99,1,0.0,49.496999999999986
Office Supplies,Binders,312.552,9,0.2,101.57939999999999
Office Supplies,Envelopes,95.952,3,0.2,29.984999999999985
Office Supplies,Binders,3.204,2,0.7,-2.4563999999999995
Office Supplies,Binders,3.979999999999999,5,0.8,-6.567000000000002
Office Supplies,Paper,15.700000000000001,5,0.0,7.0649999999999995
Office Supplies,Art,5.248,4,0.2,1.6399999999999995
Office Supplies,Binders,5.346000000000002,3,0.7,-4.455
Office Supplies,Paper,15.48,3,0.2,5.6115
Technology,Phones,108.576,3,0.2,8.1432
Furniture,Furnishings,109.9,5,0.0,37.366
Furniture,Furnishings,15.384,1,0.2,4.038300000000001
Office Supplies,Paper,30.352,2,0.2,10.623199999999997
Technology,Machines,821.3,4,0.5,-16.426000000000045
Technology,Machines,22638.48,6,0.5,-1811.0784000000021
Office Supplies,Paper,21.376,4,0.2,7.481599999999999
Office Supplies,Art,8.016,3,0.2,1.0019999999999993
Furniture,Furnishings,30.768,2,0.2,8.076600000000003
Office Supplies,Fasteners,18.936,3,0.2,5.917499999999999
Furniture,Furnishings,122.352,3,0.2,15.29399999999999
Office Supplies,Paper,116.28,3,0.0,56.977199999999996
Technology,Accessories,132.60000000000002,6,0.0,17.238000000000007
Office Supplies,Supplies,16.68,2,0.0,4.3368
Office Supplies,Paper,19.44,3,0.0,9.3312
Office Supplies,Paper,192.16,4,0.0,92.23679999999999
Furniture,Furnishings,227.35999999999999,7,0.0,81.84959999999998
Technology,Machines,1919.976,3,0.2,215.99729999999977
Office Supplies,Binders,12.828000000000001,2,0.7,-8.979599999999998
Furniture,Furnishings,45.888000000000005,4,0.2,9.177599999999998
Office Supplies,Art,60.12,9,0.0,22.244399999999995
Technology,Phones,302.376,3,0.2,37.797
Office Supplies,Art,13.899999999999999,5,0.0,5.56
Technology,Phones,129.98,2,0.0,62.3904
Technology,Accessories,71.98,2,0.0,15.1158
Technology,Phones,377.96999999999997,3,0.0,109.61129999999999
Office Supplies,Storage,124.36,2,0.0,33.577200000000005
Furniture,Furnishings,23.976000000000003,3,0.6,-14.385599999999997
Office Supplies,Fasteners,8.376000000000001,3,0.2,2.7222
Office Supplies,Appliances,58.24000000000001,5,0.2,5.096
Office Supplies,Storage,81.19999999999999,5,0.0,12.18
Office Supplies,Labels,14.450000000000001,5,0.0,6.7915
Office Supplies,Binders,95.64800000000001,2,0.2,31.08559999999999
Technology,Phones,359.97,5,0.4,-71.99400000000003
Furniture,Tables,350.352,4,0.4,-140.14079999999996
Office Supplies,Binders,1.6410000000000002,1,0.7,-1.3128000000000002
Technology,Phones,629.958,7,0.4,94.49369999999999
Office Supplies,Art,6.63,3,0.0,1.7901
Technology,Accessories,799.96,4,0.0,343.98280000000005
Furniture,Furnishings,107.53,1,0.0,21.506
Technology,Phones,73.98,2,0.0,19.974600000000002
Office Supplies,Art,5.58,1,0.0,2.1762
Office Supplies,Paper,49.12,4,0.0,23.086399999999998
Technology,Phones,377.96999999999997,3,0.0,94.4925
Office Supplies,Paper,42.28,7,0.0,19.8716
Furniture,Bookcases,299.96999999999997,3,0.0,56.99429999999998
Technology,Phones,89.98,2,0.0,43.1904
Office Supplies,Supplies,477.24,4,0.0,9.54480000000001
Technology,Accessories,25.98,2,0.0,1.558799999999998
Office Supplies,Envelopes,46.72,5,0.2,17.52
Furniture,Furnishings,35.34,2,0.0,13.429200000000002
Furniture,Furnishings,257.64,6,0.0,100.4796
Technology,Phones,125.97600000000001,3,0.2,47.241
Technology,Accessories,79.992,1,0.2,21.9978
Furniture,Tables,700.056,3,0.3,-130.0104
Technology,Accessories,27.168000000000003,4,0.2,-1.3583999999999987
Office Supplies,Binders,8.226,3,0.7,-6.032399999999999
Furniture,Chairs,585.552,3,0.2,73.19399999999996
Office Supplies,Storage,423.28,11,0.0,110.05279999999999
Furniture,Chairs,225.29600000000002,2,0.2,22.529599999999995
Office Supplies,Art,5.56,2,0.0,2.2239999999999998
Technology,Accessories,323.37,3,0.0,129.348
Technology,Phones,783.9600000000002,5,0.2,68.59650000000002
Office Supplies,Appliances,1447.6499999999999,5,0.0,419.8184999999998
Office Supplies,Paper,11.96,2,0.0,5.8604
Technology,Accessories,239.96999999999997,3,0.0,71.99099999999999
Furniture,Furnishings,76.92,4,0.0,31.537200000000006
Office Supplies,Storage,481.32,4,0.0,125.14319999999998
Office Supplies,Paper,48.4,5,0.0,23.232
Technology,Accessories,0.99,1,0.0,0.4356000000000001
Office Supplies,Binders,101.84,5,0.2,36.917
Office Supplies,Binders,10.332000000000003,3,0.7,-7.576799999999999
Office Supplies,Binders,31.155000000000005,5,0.7,-23.8855
Office Supplies,Storage,8.928,2,0.2,0.6696
Office Supplies,Appliances,34.384,1,0.2,3.8681999999999945
Office Supplies,Appliances,1924.1599999999999,8,0.2,312.67599999999993
Office Supplies,Appliances,32.19199999999999,2,0.8,-80.48
Technology,Accessories,50.120000000000005,7,0.2,-0.6265000000000072
Technology,Accessories,47.976,3,0.2,1.7990999999999993
Office Supplies,Storage,54.5,5,0.0,14.169999999999998
Furniture,Furnishings,19.104,3,0.2,5.731200000000001
Office Supplies,Binders,49.44,3,0.0,24.2256
Office Supplies,Paper,10.368000000000002,2,0.2,3.6288
Office Supplies,Storage,154.44,3,0.0,1.544400000000003
Office Supplies,Appliances,60.98400000000001,7,0.2,4.5737999999999985
Furniture,Bookcases,195.466,2,0.15,-13.797600000000017
Furniture,Furnishings,23.680000000000003,8,0.2,6.216000000000002
Technology,Accessories,2.3760000000000003,3,0.2,0.7424999999999999
Office Supplies,Labels,59.2,4,0.0,29.6
Office Supplies,Art,22.0,10,0.0,9.680000000000001
Technology,Phones,257.98,2,0.0,74.8142
Technology,Phones,23.987999999999996,2,0.4,-15.991999999999999
Technology,Phones,23.976,4,0.4,-15.584400000000002
Furniture,Chairs,601.536,4,0.2,0.0
Office Supplies,Fasteners,7.9,2,0.0,2.5279999999999996
Furniture,Furnishings,58.36,5,0.6,-24.802999999999997
Office Supplies,Art,16.464,7,0.2,1.4406000000000008
Furniture,Furnishings,39.96000000000001,5,0.6,-23.976
Office Supplies,Appliances,25.96,2,0.0,7.528399999999998
Office Supplies,Appliances,36.269999999999996,3,0.0,10.880999999999997
Office Supplies,Paper,6.48,1,0.0,3.1104000000000003
Technology,Phones,1075.088,14,0.2,94.07019999999994
Technology,Phones,438.36800000000005,4,0.2,38.357200000000006
Office Supplies,Binders,18.088,7,0.2,6.556900000000001
Furniture,Bookcases,308.499,3,0.15,-18.147
Office Supplies,Art,13.36,4,0.0,4.141599999999999
Office Supplies,Paper,39.96,2,0.0,18.7812
Office Supplies,Binders,145.85000000000002,5,0.0,70.008
Technology,Phones,783.9600000000002,5,0.2,78.39600000000004
Office Supplies,Art,7.88,1,0.2,1.7730000000000004
Furniture,Furnishings,41.37,3,0.0,17.3754
Office Supplies,Paper,12.84,3,0.0,5.777999999999999
Office Supplies,Paper,25.68,6,0.0,11.555999999999997
Furniture,Chairs,47.51599999999999,2,0.3,-2.0364000000000004
Office Supplies,Fasteners,9.42,2,0.0,0.4710000000000001
Office Supplies,Paper,12.96,2,0.0,6.2208000000000006
Furniture,Bookcases,704.9,5,0.0,56.392000000000024
Furniture,Chairs,561.5680000000001,2,0.2,28.078400000000016
Office Supplies,Paper,179.82,9,0.0,84.5154
Furniture,Furnishings,185.57999999999998,6,0.0,76.0878
Furniture,Tables,214.11,3,0.0,36.39869999999998
Technology,Accessories,999.96,4,0.0,229.99080000000004
Furniture,Tables,653.55,3,0.0,111.10349999999994
Office Supplies,Binders,114.60000000000001,5,0.0,51.57
Furniture,Chairs,60.74,1,0.0,15.185000000000002
Furniture,Furnishings,124.36,2,0.0,27.3592
Office Supplies,Storage,1088.76,6,0.0,315.74039999999985
Office Supplies,Binders,6.720000000000001,5,0.2,2.351999999999999
Furniture,Tables,298.776,3,0.2,7.469399999999993
Technology,Phones,302.376,3,0.2,22.678200000000018
